UID,Is Target Cell,Is CTC,Object Index,Study Identifier Left Number,Study Identifier Right Number
44523,0,0,933,191022,133827
44524,0,0,934,191022,133827
44525,0,0,935,191022,133827
44526,0,0,936,191022,133827
44527,0,0,937,191022,133827
44528,0,0,938,191022,133827
44529,0,0,939,191022,133827
44530,0,0,940,191022,133827
44531,0,0,941,191022,133827
44532,0,0,942,191022,133827
44533,0,0,943,191022,133827
44534,0,0,944,191022,133827
44535,0,0,945,191022,133827
44536,0,0,946,191022,133827
44537,0,0,947,191022,133827
44538,0,0,948,191022,133827
44539,0,0,949,191022,133827
44540,0,0,950,191022,133827
44541,0,0,951,191022,133827
44542,0,0,952,191022,133827
44543,0,0,953,191022,133827
44544,0,1,954,191022,133827
44545,0,0,955,191022,133827
44546,0,0,956,191022,133827
44547,0,0,957,191022,133827
44548,0,0,958,191022,133827
44549,0,0,959,191022,133827
44550,0,0,960,191022,133827
44551,0,0,961,191022,133827
44552,0,0,962,191022,133827
44553,0,0,963,191022,133827
44554,0,0,964,191022,133827
44555,0,0,965,191022,133827
44556,0,0,966,191022,133827
44557,0,0,967,191022,133827
44558,0,0,968,191022,133827
44559,0,0,969,191022,133827
44560,0,0,970,191022,133827
44561,0,0,971,191022,133827
44562,0,0,972,191022,133827
44563,0,0,973,191022,133827
44564,0,0,974,191022,133827
44565,0,0,975,191022,133827
44566,0,0,976,191022,133827
44567,0,0,977,191022,133827
44568,0,0,978,191022,133827
44569,0,0,979,191022,133827
44570,0,0,980,191022,133827
44571,0,0,981,191022,133827
44572,0,0,982,191022,133827
44573,0,0,983,191022,133827
44574,0,0,984,191022,133827
44575,0,0,985,191022,133827
44576,0,0,986,191022,133827
44577,0,0,987,191022,133827
44578,0,0,988,191022,133827
44579,0,0,989,191022,133827
44580,0,0,990,191022,133827
44581,0,0,991,191022,133827
44582,0,0,992,191022,133827
44583,0,0,993,191022,133827
44584,0,0,994,191022,133827
44585,0,0,995,191022,133827
44586,0,0,996,191022,133827
44587,0,0,997,191022,133827
44588,0,0,998,191022,133827
44589,0,0,999,191022,133827
44590,0,0,1000,191022,133827
44591,0,0,1001,191022,133827
44592,0,0,1002,191022,133827
44593,0,0,1003,191022,133827
44594,0,0,1004,191022,133827
44595,0,0,1005,191022,133827
44596,0,0,1006,191022,133827
44597,0,0,1007,191022,133827
44598,0,0,1008,191022,133827
44599,0,0,1009,191022,133827
44600,0,0,1010,191022,133827
44601,0,0,1011,191022,133827
44602,0,0,1012,191022,133827
44603,0,0,1013,191022,133827
44604,0,0,1014,191022,133827
44605,0,0,1015,191022,133827
44606,0,0,1016,191022,133827
44607,0,0,1017,191022,133827
44608,0,0,1018,191022,133827
44609,0,0,1019,191022,133827
44610,0,0,1020,191022,133827
44611,0,0,1021,191022,133827
44612,0,0,1022,191022,133827
44613,0,0,1023,191022,133827
44614,0,0,1024,191022,133827
44615,0,0,1025,191022,133827
44616,0,0,1026,191022,133827
44617,0,0,1027,191022,133827
44618,0,0,1028,191022,133827
44619,0,0,1029,191022,133827
44620,0,0,1030,191022,133827
44621,0,0,1031,191022,133827
44622,0,0,1032,191022,133827
44623,0,0,1033,191022,133827
44624,0,0,1034,191022,133827
44625,0,0,1035,191022,133827
44626,0,0,1036,191022,133827
44627,0,0,1037,191022,133827
44628,0,0,1038,191022,133827
44629,0,0,1039,191022,133827
44630,0,0,1040,191022,133827
44631,0,0,1041,191022,133827
44632,0,0,1042,191022,133827
44633,0,0,1043,191022,133827
44634,0,0,1044,191022,133827
44635,0,0,1045,191022,133827
44636,0,0,1046,191022,133827
44637,0,0,1047,191022,133827
44638,0,0,1048,191022,133827
44639,0,0,1049,191022,133827
44640,0,0,1050,191022,133827
44641,0,0,1051,191022,133827
44642,0,0,1052,191022,133827
44643,0,0,1053,191022,133827
44644,0,0,1054,191022,133827
44645,0,0,1055,191022,133827
44646,0,0,1056,191022,133827
44647,0,0,1057,191022,133827
44648,0,0,1058,191022,133827
44649,0,0,1059,191022,133827
44650,0,0,1060,191022,133827
44651,0,0,1061,191022,133827
44652,0,0,1062,191022,133827
44653,0,0,1063,191022,133827
44654,0,0,1064,191022,133827
44655,0,0,1065,191022,133827
44656,0,0,1066,191022,133827
44657,0,0,1067,191022,133827
44658,0,0,1068,191022,133827
44659,0,0,1069,191022,133827
44660,0,0,1070,191022,133827
44661,0,0,1071,191022,133827
44662,0,0,1072,191022,133827
44663,0,0,1073,191022,133827
44664,0,0,1074,191022,133827
44665,0,0,1075,191022,133827
44666,0,0,1076,191022,133827
44667,0,0,1077,191022,133827
44668,0,0,1078,191022,133827
44669,0,0,1079,191022,133827
44670,0,0,1080,191022,133827
44671,0,0,1081,191022,133827
44672,0,0,1082,191022,133827
44673,0,0,1083,191022,133827
44674,0,0,1084,191022,133827
44675,0,0,1085,191022,133827
44676,0,0,1086,191022,133827
44677,0,0,1087,191022,133827
44678,0,0,1088,191022,133827
44679,0,0,1089,191022,133827
44680,0,0,1090,191022,133827
44681,0,0,1091,191022,133827
44682,0,0,1092,191022,133827
44683,0,0,1093,191022,133827
44684,0,0,1094,191022,133827
44685,0,0,1095,191022,133827
44686,0,0,1096,191022,133827
44687,0,0,1097,191022,133827
44688,0,0,1098,191022,133827
44689,0,0,1099,191022,133827
44690,0,0,1100,191022,133827
44691,0,0,1101,191022,133827
44692,0,0,1102,191022,133827
44693,0,0,1103,191022,133827
44694,0,0,1104,191022,133827
44695,0,0,1105,191022,133827
44696,0,0,1106,191022,133827
44697,0,0,1107,191022,133827
44698,0,0,1108,191022,133827
44699,0,0,1109,191022,133827
44700,0,0,1110,191022,133827
44701,0,0,1111,191022,133827
44702,0,0,1112,191022,133827
44703,0,0,1113,191022,133827
44704,0,0,1114,191022,133827
44705,0,0,1115,191022,133827
44706,0,0,1116,191022,133827
44707,0,0,1117,191022,133827
44708,0,0,1118,191022,133827
44709,0,0,1119,191022,133827
44710,1,1,1120,191022,133827
44711,0,0,1121,191022,133827
44712,0,0,1122,191022,133827
44713,0,0,1123,191022,133827
44714,0,0,1124,191022,133827
44715,0,0,1125,191022,133827
44716,0,0,1126,191022,133827
44717,0,0,1127,191022,133827
44718,0,0,1128,191022,133827
44719,0,0,1129,191022,133827
44720,0,0,1130,191022,133827
44721,0,0,1131,191022,133827
44722,0,0,1132,191022,133827
44723,0,0,1133,191022,133827
44724,0,0,1134,191022,133827
44725,0,0,1135,191022,133827
44726,0,0,1136,191022,133827
44727,0,0,1137,191022,133827
44728,0,0,1138,191022,133827
44729,0,0,1139,191022,133827
44730,0,0,1140,191022,133827
44731,0,0,1141,191022,133827
44732,0,0,1142,191022,133827
44733,0,0,1143,191022,133827
44734,0,0,1144,191022,133827
44735,0,0,1145,191022,133827
44736,0,0,1146,191022,133827
44737,0,0,1147,191022,133827
44738,0,0,1148,191022,133827
44739,0,0,1149,191022,133827
44740,0,0,1150,191022,133827
44741,0,0,1151,191022,133827
44742,0,0,1152,191022,133827
44743,0,0,1153,191022,133827
44744,0,0,1154,191022,133827
44745,0,0,1155,191022,133827
44746,0,0,1156,191022,133827
44747,1,1,1157,191022,133827
44748,0,0,1158,191022,133827
44749,0,0,1159,191022,133827
44750,0,0,1160,191022,133827
44751,0,0,1161,191022,133827
44752,0,0,1162,191022,133827
44753,0,0,1163,191022,133827
44754,0,0,1164,191022,133827
44755,0,0,1165,191022,133827
44756,0,0,1166,191022,133827
44757,0,0,1167,191022,133827
44758,0,0,1168,191022,133827
44759,0,0,1169,191022,133827
44760,0,0,1170,191022,133827
44761,0,0,1171,191022,133827
44762,0,0,1172,191022,133827
44763,0,0,1173,191022,133827
44764,0,0,1174,191022,133827
44765,0,0,1175,191022,133827
44766,0,0,1176,191022,133827
44767,0,0,1177,191022,133827
44768,0,0,1178,191022,133827
44769,0,0,1179,191022,133827
44770,0,0,1180,191022,133827
44771,0,0,1181,191022,133827
44772,0,0,1182,191022,133827
44773,0,0,1183,191022,133827
44774,0,0,1184,191022,133827
44775,0,0,1185,191022,133827
44776,0,0,1186,191022,133827
44777,0,0,1187,191022,133827
44778,0,0,1188,191022,133827
44779,0,0,1189,191022,133827
44780,0,0,1190,191022,133827
44781,0,0,1191,191022,133827
44782,0,0,1192,191022,133827
44783,0,0,1193,191022,133827
44784,0,0,1194,191022,133827
44785,0,0,1195,191022,133827
44786,0,0,1196,191022,133827
44787,0,0,1197,191022,133827
44788,0,0,1198,191022,133827
44789,0,0,1199,191022,133827
44790,0,0,1200,191022,133827
44791,0,0,1201,191022,133827
44792,0,0,1202,191022,133827
44793,0,0,1203,191022,133827
44794,0,0,1204,191022,133827
44795,0,0,1205,191022,133827
44796,0,0,1206,191022,133827
44797,0,0,1207,191022,133827
44798,0,0,1208,191022,133827
44799,0,0,1209,191022,133827
44800,0,0,1210,191022,133827
44801,1,1,1211,191022,133827
44802,0,0,1212,191022,133827
44803,0,0,1213,191022,133827
44804,0,0,1214,191022,133827
44805,0,0,1215,191022,133827
44806,0,0,1216,191022,133827
44807,0,0,1217,191022,133827
44808,0,0,1218,191022,133827
44809,0,0,1219,191022,133827
44810,0,0,1220,191022,133827
44811,0,0,1221,191022,133827
44812,0,0,1222,191022,133827
44813,0,0,1223,191022,133827
44814,0,0,1224,191022,133827
44815,0,0,1225,191022,133827
44816,0,0,1226,191022,133827
44817,0,0,1227,191022,133827
44818,0,0,1228,191022,133827
44819,0,0,1229,191022,133827
44820,0,0,1230,191022,133827
44821,0,0,1231,191022,133827
44822,0,0,1232,191022,133827
44823,0,0,1233,191022,133827
44824,0,0,1234,191022,133827
44825,0,0,1235,191022,133827
44826,0,0,1236,191022,133827
44827,0,0,1237,191022,133827
44828,0,0,1238,191022,133827
44829,0,0,1239,191022,133827
44830,0,0,1240,191022,133827
44831,0,0,1241,191022,133827
44832,0,0,1242,191022,133827
44833,0,0,1243,191022,133827
44834,0,0,1244,191022,133827
44835,0,0,1245,191022,133827
44836,0,0,1246,191022,133827
44837,0,0,1247,191022,133827
44838,0,0,1248,191022,133827
44839,0,0,1249,191022,133827
44840,0,0,1250,191022,133827
44841,0,0,1251,191022,133827
44842,0,0,1252,191022,133827
44843,0,0,1253,191022,133827
44844,0,0,1254,191022,133827
44845,0,0,1255,191022,133827
44846,0,0,1256,191022,133827
44847,0,0,1257,191022,133827
44848,0,0,1258,191022,133827
44849,0,0,1259,191022,133827
44850,0,0,1260,191022,133827
44851,0,0,1261,191022,133827
44852,0,0,1262,191022,133827
44853,0,0,1263,191022,133827
44854,0,0,1264,191022,133827
44855,0,0,1265,191022,133827
44856,0,0,1266,191022,133827
44857,1,0,1267,191022,133827
44858,0,0,1268,191022,133827
44859,0,0,1269,191022,133827
44860,0,0,1270,191022,133827
44861,0,0,1271,191022,133827
44862,0,0,1272,191022,133827
44863,0,0,1273,191022,133827
44864,0,0,1274,191022,133827
44865,0,0,1275,191022,133827
44866,0,0,1276,191022,133827
44867,0,0,1277,191022,133827
44868,0,0,1278,191022,133827
44869,0,0,1279,191022,133827
44870,0,0,1280,191022,133827
44871,0,0,1281,191022,133827
44872,0,0,1282,191022,133827
44873,0,0,1283,191022,133827
44874,0,0,1284,191022,133827
44875,0,0,1285,191022,133827
44876,0,0,1286,191022,133827
44877,0,0,1287,191022,133827
44878,0,0,1288,191022,133827
44879,0,0,1289,191022,133827
44880,0,0,1290,191022,133827
44881,0,0,1291,191022,133827
44882,0,0,1292,191022,133827
44883,0,0,1293,191022,133827
44884,0,0,1294,191022,133827
44885,0,0,1295,191022,133827
44886,0,0,1296,191022,133827
44887,0,0,1297,191022,133827
44888,0,0,1298,191022,133827
44889,0,0,1299,191022,133827
44890,0,0,1300,191022,133827
44891,0,0,1301,191022,133827
44892,0,0,1302,191022,133827
44893,0,0,1303,191022,133827
44894,0,0,1304,191022,133827
44895,0,0,1305,191022,133827
44896,0,0,1306,191022,133827
44897,0,0,1307,191022,133827
44898,0,0,1308,191022,133827
44899,0,0,1309,191022,133827
44900,0,0,1310,191022,133827
44901,0,0,1311,191022,133827
44902,0,0,1312,191022,133827
44903,0,0,1313,191022,133827
44904,0,0,1314,191022,133827
44905,0,0,1315,191022,133827
44906,0,0,1316,191022,133827
44907,0,0,1317,191022,133827
44908,0,0,1318,191022,133827
44909,0,0,1319,191022,133827
44910,0,0,1320,191022,133827
44911,0,0,1321,191022,133827
44912,0,0,1322,191022,133827
44913,0,0,1323,191022,133827
44914,0,0,1324,191022,133827
44915,0,0,1325,191022,133827
44916,0,0,1326,191022,133827
44917,0,0,1327,191022,133827
44918,0,0,1328,191022,133827
44919,0,0,1329,191022,133827
44920,0,0,1330,191022,133827
44921,0,0,1331,191022,133827
44922,0,0,1332,191022,133827
44923,0,0,1333,191022,133827
44924,0,0,1334,191022,133827
44925,0,0,1335,191022,133827
44926,0,0,1336,191022,133827
44927,0,0,1337,191022,133827
44928,0,0,1338,191022,133827
44929,0,0,1339,191022,133827
44930,0,0,1340,191022,133827
44931,0,0,1341,191022,133827
44932,0,0,1342,191022,133827
44933,0,0,1343,191022,133827
44934,0,0,1344,191022,133827
44935,0,0,1345,191022,133827
44936,0,0,1346,191022,133827
44937,0,0,1347,191022,133827
44938,0,0,1348,191022,133827
44939,0,0,1349,191022,133827
44940,0,0,1350,191022,133827
44941,0,0,1351,191022,133827
44942,0,0,1352,191022,133827
44943,0,0,1353,191022,133827
44944,0,0,1354,191022,133827
44945,0,0,1355,191022,133827
44946,0,0,1356,191022,133827
44947,0,0,1357,191022,133827
44948,0,0,1358,191022,133827
44949,0,0,1359,191022,133827
44950,0,0,1360,191022,133827
44951,0,0,1361,191022,133827
44952,0,0,1362,191022,133827
44953,0,0,1363,191022,133827
44954,0,0,1364,191022,133827
44955,0,0,1365,191022,133827
44956,0,0,1366,191022,133827
44957,0,0,1367,191022,133827
44958,0,0,1368,191022,133827
44959,0,0,1369,191022,133827
44960,0,0,1370,191022,133827
44961,0,0,1371,191022,133827
44962,0,0,1372,191022,133827
44963,0,0,1373,191022,133827
44964,0,0,1374,191022,133827
44965,0,0,1375,191022,133827
44966,0,0,1376,191022,133827
44967,0,0,1377,191022,133827
44968,0,0,1378,191022,133827
44969,0,0,1379,191022,133827
44970,0,0,1380,191022,133827
44971,0,0,1381,191022,133827
44972,0,0,1382,191022,133827
44973,0,0,1383,191022,133827
44974,0,0,1384,191022,133827
44975,0,0,1385,191022,133827
44976,1,1,1386,191022,133827
44977,0,0,1387,191022,133827
44978,0,0,1388,191022,133827
44979,0,0,1389,191022,133827
44980,0,0,1390,191022,133827
44981,0,0,1391,191022,133827
44982,0,0,1392,191022,133827
44983,0,0,1393,191022,133827
44984,0,0,1394,191022,133827
44985,0,0,1395,191022,133827
44986,0,0,1396,191022,133827
44987,0,0,1397,191022,133827
44988,0,0,1398,191022,133827
44989,0,0,1399,191022,133827
44990,0,0,1400,191022,133827
44991,0,0,1401,191022,133827
44992,0,0,1402,191022,133827
44993,0,0,1403,191022,133827
44994,0,0,1404,191022,133827
44995,0,0,1405,191022,133827
44996,0,0,1406,191022,133827
44997,0,0,1407,191022,133827
44998,0,0,1408,191022,133827
44999,0,0,1409,191022,133827
45000,0,0,1410,191022,133827
45001,0,0,1411,191022,133827
45002,0,0,1412,191022,133827
45003,0,0,1413,191022,133827
45004,0,0,1414,191022,133827
45005,0,0,1415,191022,133827
45006,0,0,1416,191022,133827
45007,0,0,1417,191022,133827
45008,0,0,1418,191022,133827
45009,0,0,1419,191022,133827
45010,0,0,1420,191022,133827
45011,0,0,1421,191022,133827
45012,0,0,1422,191022,133827
45013,0,0,1423,191022,133827
45014,0,0,1424,191022,133827
45015,0,0,1425,191022,133827
45016,0,0,1426,191022,133827
45017,0,0,1427,191022,133827
45018,0,0,1428,191022,133827
45019,0,0,1429,191022,133827
45020,0,0,1430,191022,133827
45021,0,0,1431,191022,133827
45022,0,0,1432,191022,133827
45023,0,0,1433,191022,133827
45024,0,0,1434,191022,133827
45025,0,0,1435,191022,133827
45026,0,0,1436,191022,133827
45027,0,0,1437,191022,133827
45028,0,0,1438,191022,133827
45029,0,0,1439,191022,133827
45030,0,0,1440,191022,133827
45031,0,0,1441,191022,133827
45032,0,0,1442,191022,133827
45033,0,0,1443,191022,133827
45034,0,0,1444,191022,133827
45035,0,0,1445,191022,133827
45036,0,0,1446,191022,133827
45037,0,0,1447,191022,133827
45038,0,0,1448,191022,133827
45039,0,0,1449,191022,133827
45040,0,0,1450,191022,133827
45041,0,0,1451,191022,133827
45042,0,0,1452,191022,133827
45043,0,0,1453,191022,133827
45044,0,0,1454,191022,133827
45045,0,0,1455,191022,133827
45046,0,0,1456,191022,133827
45047,0,0,1457,191022,133827
45048,0,0,1458,191022,133827
45049,0,0,1459,191022,133827
45050,0,0,1460,191022,133827
45051,0,0,1461,191022,133827
45052,0,0,1462,191022,133827
45053,0,0,1463,191022,133827
45054,0,0,1464,191022,133827
45055,0,0,1465,191022,133827
45056,0,0,1466,191022,133827
45057,0,0,1467,191022,133827
45058,0,0,1468,191022,133827
45059,0,0,1469,191022,133827
45060,0,0,1470,191022,133827
45061,0,0,1471,191022,133827
45062,1,0,1472,191022,133827
45063,0,0,1473,191022,133827
45064,0,0,1474,191022,133827
45065,0,0,1475,191022,133827
45066,0,0,1476,191022,133827
45067,0,0,1477,191022,133827
45068,0,0,1478,191022,133827
45069,0,0,1479,191022,133827
45070,0,0,1480,191022,133827
45071,0,0,1481,191022,133827
45072,0,0,1482,191022,133827
45073,0,0,1483,191022,133827
45074,0,0,1484,191022,133827
45075,1,0,1485,191022,133827
45076,0,0,1486,191022,133827
45077,0,0,1487,191022,133827
45078,0,0,1488,191022,133827
45079,0,0,1489,191022,133827
45080,1,1,1490,191022,133827
45081,0,0,1491,191022,133827
45082,0,0,1492,191022,133827
45083,0,0,1493,191022,133827
45084,0,0,1494,191022,133827
45085,0,0,1495,191022,133827
45086,0,0,1496,191022,133827
45087,0,0,1497,191022,133827
45088,0,0,1498,191022,133827
45089,0,0,1499,191022,133827
45090,0,0,1500,191022,133827
45091,0,0,1501,191022,133827
45092,0,0,1502,191022,133827
45093,0,0,1503,191022,133827
45094,0,0,1504,191022,133827
45095,0,0,1505,191022,133827
45096,0,0,1506,191022,133827
45097,0,0,1507,191022,133827
45098,0,0,1508,191022,133827
45099,0,0,1509,191022,133827
45100,0,0,1510,191022,133827
45101,0,0,1511,191022,133827
45102,0,0,1512,191022,133827
45103,0,0,1513,191022,133827
45104,0,0,1514,191022,133827
45105,0,0,1515,191022,133827
45106,0,0,1516,191022,133827
45107,0,0,1517,191022,133827
45108,0,0,1518,191022,133827
45109,0,0,1519,191022,133827
45110,0,0,1520,191022,133827
45111,0,0,1521,191022,133827
45112,0,0,1522,191022,133827
45113,0,0,1523,191022,133827
45114,0,0,1524,191022,133827
45115,0,0,1525,191022,133827
45116,0,0,1526,191022,133827
45117,0,0,1527,191022,133827
45118,0,0,1528,191022,133827
45119,0,0,1529,191022,133827
45120,0,0,1530,191022,133827
45121,0,0,1531,191022,133827
45122,0,0,1532,191022,133827
45123,0,0,1533,191022,133827
45124,0,0,1534,191022,133827
45125,0,0,1535,191022,133827
45126,0,0,1536,191022,133827
45127,0,0,1537,191022,133827
45128,0,0,1538,191022,133827
45129,0,0,1539,191022,133827
45130,1,0,1540,191022,133827
45131,0,0,1541,191022,133827
45132,0,0,1542,191022,133827
45133,0,0,1543,191022,133827
45134,0,0,1544,191022,133827
45135,0,0,1545,191022,133827
45136,0,0,1546,191022,133827
45137,0,0,1547,191022,133827
45138,0,0,1548,191022,133827
45139,0,0,1549,191022,133827
45140,0,0,1550,191022,133827
45141,0,0,1551,191022,133827
45142,0,0,1552,191022,133827
45143,0,0,1553,191022,133827
45144,0,0,1554,191022,133827
45145,0,0,1555,191022,133827
45146,0,0,1556,191022,133827
45147,0,0,1557,191022,133827
45148,0,0,1558,191022,133827
45149,0,0,1559,191022,133827
45150,0,0,1560,191022,133827
45151,0,0,1561,191022,133827
45152,0,0,1562,191022,133827
45153,0,0,1563,191022,133827
45154,0,0,1564,191022,133827
45155,0,0,1565,191022,133827
45156,0,0,1566,191022,133827
45157,0,0,1567,191022,133827
45158,0,0,1568,191022,133827
45159,0,0,1569,191022,133827
45160,0,0,1570,191022,133827
45161,0,0,1571,191022,133827
45162,0,0,1572,191022,133827
45163,0,0,1573,191022,133827
45164,0,0,1574,191022,133827
45165,0,0,1575,191022,133827
45166,0,0,1576,191022,133827
45167,0,0,1577,191022,133827
45168,0,0,1578,191022,133827
45169,0,0,1579,191022,133827
45170,0,0,1580,191022,133827
45171,0,0,1581,191022,133827
45172,0,0,1582,191022,133827
45173,0,0,1583,191022,133827
45174,0,0,1584,191022,133827
45175,0,0,1585,191022,133827
45176,0,0,1586,191022,133827
45177,0,0,1587,191022,133827
45178,0,0,1588,191022,133827
45179,0,0,1589,191022,133827
45180,0,0,1590,191022,133827
45181,0,0,1591,191022,133827
45182,0,0,1592,191022,133827
45183,0,0,1593,191022,133827
45184,0,0,1594,191022,133827
45185,0,0,1595,191022,133827
45186,0,0,1596,191022,133827
45187,0,0,1597,191022,133827
45188,0,0,1598,191022,133827
45189,0,0,1599,191022,133827
45190,0,0,1600,191022,133827
45191,0,0,1601,191022,133827
45192,0,0,1602,191022,133827
45193,0,0,1603,191022,133827
45194,0,0,1604,191022,133827
45195,0,0,1605,191022,133827
45196,0,0,1606,191022,133827
45197,0,0,1607,191022,133827
45198,0,0,1608,191022,133827
45199,0,0,1609,191022,133827
45200,0,0,1610,191022,133827
45201,0,0,1611,191022,133827
45202,0,0,1612,191022,133827
45203,0,0,1613,191022,133827
45204,0,0,1614,191022,133827
45205,0,0,1615,191022,133827
45206,0,0,1616,191022,133827
45207,0,0,1617,191022,133827
45208,0,0,1618,191022,133827
45209,0,0,1619,191022,133827
45210,0,0,1620,191022,133827
45211,0,0,1621,191022,133827
45212,0,0,1622,191022,133827
45213,0,0,1623,191022,133827
45214,0,0,1624,191022,133827
45215,0,0,1625,191022,133827
45216,0,0,1626,191022,133827
45217,0,0,1627,191022,133827
45218,0,0,1628,191022,133827
45219,0,0,1629,191022,133827
45220,0,0,1630,191022,133827
45221,0,0,1631,191022,133827
45222,0,0,1632,191022,133827
45223,0,0,1633,191022,133827
45224,0,0,1634,191022,133827
45225,0,0,1635,191022,133827
45226,0,0,1636,191022,133827
45227,0,0,1637,191022,133827
45228,0,0,1638,191022,133827
45229,0,0,1639,191022,133827
45230,0,0,1640,191022,133827
45231,0,0,1641,191022,133827
45232,0,0,1642,191022,133827
45233,0,0,1643,191022,133827
45234,0,0,1644,191022,133827
45235,0,0,1645,191022,133827
45236,0,0,1646,191022,133827
45237,0,0,1647,191022,133827
45238,0,0,1648,191022,133827
45239,0,0,1649,191022,133827
45240,0,0,1650,191022,133827
45241,0,0,1651,191022,133827
45242,0,0,1652,191022,133827
45243,0,0,1653,191022,133827
45244,0,0,1654,191022,133827
45245,0,0,1655,191022,133827
45246,0,0,1656,191022,133827
45247,0,0,1657,191022,133827
45248,0,0,1658,191022,133827
45249,0,0,1659,191022,133827
45250,0,0,1660,191022,133827
45251,0,0,1661,191022,133827
45252,0,0,1662,191022,133827
45253,0,0,1663,191022,133827
45254,0,0,1664,191022,133827
45255,0,0,1665,191022,133827
45256,0,0,1666,191022,133827
45257,0,0,1667,191022,133827
45258,0,0,1668,191022,133827
45259,0,0,1669,191022,133827
45260,0,0,1670,191022,133827
45261,0,0,1671,191022,133827
45262,0,0,1672,191022,133827
45263,0,0,1673,191022,133827
45264,0,0,1674,191022,133827
45265,0,0,1675,191022,133827
45266,0,0,1676,191022,133827
45267,0,0,1677,191022,133827
45268,0,0,1678,191022,133827
45269,0,0,1679,191022,133827
45270,0,0,1680,191022,133827
45271,0,0,1681,191022,133827
45272,0,0,1682,191022,133827
45273,0,0,1683,191022,133827
45274,0,0,1684,191022,133827
45275,0,0,1685,191022,133827
45276,0,0,1686,191022,133827
45277,0,0,1687,191022,133827
45278,0,0,1688,191022,133827
45279,0,0,1689,191022,133827
45280,0,0,1690,191022,133827
45281,0,0,1691,191022,133827
45282,0,0,1692,191022,133827
45283,0,0,1693,191022,133827
45284,0,0,1694,191022,133827
45285,0,0,1695,191022,133827
45286,0,0,1696,191022,133827
45287,0,0,1697,191022,133827
45288,0,0,1698,191022,133827
45289,0,0,1699,191022,133827
45290,0,0,1700,191022,133827
45291,0,0,1701,191022,133827
45292,0,0,1702,191022,133827
45293,0,0,1703,191022,133827
45294,0,0,1704,191022,133827
45295,0,0,1705,191022,133827
45296,0,0,1706,191022,133827
45297,0,0,1707,191022,133827
45298,0,0,1708,191022,133827
45299,0,0,1709,191022,133827
45300,0,0,1710,191022,133827
45301,0,0,1711,191022,133827
45302,0,0,1712,191022,133827
45303,0,0,1713,191022,133827
45304,0,0,1714,191022,133827
45305,0,0,1715,191022,133827
45306,0,0,1716,191022,133827
45307,0,0,1717,191022,133827
45308,0,0,1718,191022,133827
45309,0,0,1719,191022,133827
45310,0,0,1720,191022,133827
45311,0,0,1721,191022,133827
45312,0,0,1722,191022,133827
45313,0,0,1723,191022,133827
45314,0,0,1724,191022,133827
45315,0,0,1725,191022,133827
45316,0,0,1726,191022,133827
45317,0,0,1727,191022,133827
45318,0,0,1728,191022,133827
45319,0,0,1729,191022,133827
45320,0,0,1730,191022,133827
45321,0,0,1731,191022,133827
45322,0,0,1732,191022,133827
45323,0,0,1733,191022,133827
45324,0,0,1734,191022,133827
45325,0,0,1735,191022,133827
45326,0,0,1736,191022,133827
45327,0,0,1737,191022,133827
45328,0,0,1738,191022,133827
45329,0,0,1739,191022,133827
45330,0,0,1740,191022,133827
45331,0,0,1741,191022,133827
45332,0,0,1742,191022,133827
45333,0,0,1743,191022,133827
45334,0,0,1744,191022,133827
45335,0,0,1745,191022,133827
45336,0,0,1746,191022,133827
45337,0,0,1747,191022,133827
45338,0,0,1748,191022,133827
45339,0,0,1749,191022,133827
45340,0,0,1750,191022,133827
45341,0,0,1751,191022,133827
45342,0,0,1752,191022,133827
45343,0,0,1753,191022,133827
45344,0,0,1754,191022,133827
45345,0,0,1755,191022,133827
45346,0,0,1756,191022,133827
45347,0,0,1757,191022,133827
45348,0,0,1758,191022,133827
45349,0,0,1759,191022,133827
45350,0,0,1760,191022,133827
45351,0,0,1761,191022,133827
45352,0,0,1762,191022,133827
45353,0,0,1763,191022,133827
45354,0,0,1764,191022,133827
45355,0,0,1765,191022,133827
45356,0,0,1766,191022,133827
45357,0,0,1767,191022,133827
45358,0,0,1768,191022,133827
45359,0,0,1769,191022,133827
45360,0,0,1770,191022,133827
45361,0,0,1771,191022,133827
45362,0,0,1772,191022,133827
45363,0,0,1773,191022,133827
45364,0,0,1774,191022,133827
45365,0,0,1775,191022,133827
45366,0,0,1776,191022,133827
45367,0,0,1777,191022,133827
45368,0,0,1778,191022,133827
45369,0,0,1779,191022,133827
45370,0,0,1780,191022,133827
45371,0,0,1781,191022,133827
45372,0,0,1782,191022,133827
45373,0,0,1783,191022,133827
45374,0,0,1784,191022,133827
45375,0,0,1785,191022,133827
45376,0,0,1786,191022,133827
45377,0,0,1787,191022,133827
45378,0,0,1788,191022,133827
45379,0,0,1789,191022,133827
45380,0,0,1790,191022,133827
45381,0,0,1791,191022,133827
45382,0,0,1792,191022,133827
45383,0,0,1793,191022,133827
45384,0,0,1794,191022,133827
45385,0,0,1795,191022,133827
45386,0,0,1796,191022,133827
45387,0,0,1797,191022,133827
45388,0,0,1798,191022,133827
45389,0,0,1799,191022,133827
45390,0,0,1800,191022,133827
45391,0,0,1801,191022,133827
45392,0,0,1802,191022,133827
45393,0,0,1803,191022,133827
45394,0,0,1804,191022,133827
45395,0,0,1805,191022,133827
45396,0,0,1806,191022,133827
45397,0,0,1807,191022,133827
45398,0,0,1808,191022,133827
